pvm,Eväät,viikonpäivä,viikko,viime viikon ARIILI-käynnit,toissa viikon ARIILI-käynnit,Ilman lämpötila,Pilvisyys,Tuulennopeus,Näkyvyys,Sademäärä,hedelmäinen,herne,jauheliha,jää,kala,kalkkuna,kana,kastike,kasvis,kebab,keitto,kesä,kiisseli,kinkku,kiusaus,laatikko,lasagne,lasagnette,leike,liha,makaroni,makkara,manna,mureke,muusi,nakki,nugetti,ohra,ohukainen,pasta,peruna,pihvi,pinaatti,puuro,pyörykkä,päivä,riisi,salaatti,sose,talo,tonnikala,uuni,vuoka,Lounas koulut
2019-10-07,0.0,1,41,0.0023109243697478988,0.0029411764705882357,5.428571428571429,6.428571428571429,3.1285714285714286,39.38328571428571,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6920583468395461
2019-10-08,0.0,2,41,0.0023109243697478988,0.0029411764705882357,3.4428571428571426,7.428571428571429,2.728571428571428,42.11042857142858,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7212317666126418
2019-10-09,0.0,3,41,0.0023109243697478988,0.0029411764705882357,3.871428571428571,2.8571428571428568,2.171428571428572,45.47985714285714,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7617504051863857
2019-10-10,0.0,4,41,0.0023109243697478988,0.0029411764705882357,3.314285714285714,7.0,1.9857142857142855,39.63357142857143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7163695299837926
2019-10-11,0.0,5,41,0.0023109243697478988,0.0029411764705882357,7.899999999999999,7.428571428571429,2.957142857142857,17.033,0.15714285714285714,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713128038897893
2019-10-21,0.0,1,43,0.0039215686274509795,0.0023109243697478988,2.4857142857142853,6.428571428571429,2.9571428571428577,37.60585714285714,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6677471636952999
2019-10-22,0.0,2,43,0.0039215686274509795,0.0023109243697478988,6.428571428571429,8.0,7.1,37.04657142857143,0.05714285714285715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6758508914100486
2019-10-23,0.0,3,43,0.0039215686274509795,0.0023109243697478988,7.985714285714287,0.5714285714285714,4.5285714285714285,38.67028571428572,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6807131280388979
2019-10-24,0.0,4,43,0.0039215686274509795,0.0023109243697478988,9.214285714285714,7.428571428571429,5.928571428571429,38.76742857142858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.713128038897893
2019-10-25,0.0,5,43,0.0039215686274509795,0.0023109243697478988,10.642857142857146,8.0,7.414285714285714,11.238428571428573,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713128038897893
2019-11-04,0.0,1,45,0.004551820728291317,0.003431372549019608,-3.457142857142857,7.857142857142858,1.5,40.37285714285714,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7277147487844409
2019-11-05,0.0,2,45,0.004551820728291317,0.003431372549019608,-7.728571428571428,5.0,1.8571428571428572,42.28414285714286,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6596434359805511
2019-11-06,0.10832025117739404,3,45,0.004551820728291317,0.003431372549019608,-7.3,5.0,2.257142857142857,29.771428571428572,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6985413290113452
2019-11-07,0.0,4,45,0.004551820728291317,0.003431372549019608,-8.085714285714285,5.571428571428571,1.5,41.979285714285716,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6969205834683955
2019-11-08,0.0,5,45,0.004551820728291317,0.003431372549019608,-4.985714285714286,7.571428571428571,2.485714285714286,22.66257142857143,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7082658022690438
2019-11-11,0.0,1,46,0.004131652661064426,0.004551820728291317,-3.7714285714285714,8.0,1.5714285714285714,23.626285714285718,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7374392220421394
2019-11-12,0.0,2,46,0.004131652661064426,0.004551820728291317,-0.29999999999999993,8.0,3.3571428571428568,10.644285714285713,0.14285714285714285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7017828200972447
2019-11-13,0.0,3,46,0.004131652661064426,0.004551820728291317,2.6428571428571423,7.857142857142858,3.1714285714285717,10.712285714285716,0.32857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7860615883306321
2019-11-14,0.0,4,46,0.004131652661064426,0.004551820728291317,2.2857142857142856,8.0,2.4714285714285706,13.41157142857143,0.7857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.713128038897893
2019-11-15,0.0,5,46,0.004131652661064426,0.004551820728291317,1.7714285714285716,7.571428571428571,3.2285714285714286,43.49014285714286,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7390599675850892
2019-11-18,0.0,1,47,0.0032913165266106447,0.004131652661064426,0.9857142857142858,8.0,2.0285714285714285,6.804428571428572,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5721231766612642
2019-11-19,0.0,2,47,0.0032913165266106447,0.004131652661064426,3.9714285714285715,7.857142857142858,3.2571428571428567,5.6212857142857136,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6175040518638574
2019-11-20,0.0,3,47,0.0032913165266106447,0.004131652661064426,5.685714285714287,6.857142857142858,3.785714285714286,45.92671428571429,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5883306320907618
2019-11-21,0.0,4,47,0.0032913165266106447,0.004131652661064426,3.9857142857142858,7.0,2.771428571428572,16.562428571428573,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6029173419773096
2019-11-22,0.0,5,47,0.0032913165266106447,0.004131652661064426,2.7142857142857144,7.857142857142858,2.6,38.70785714285713,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5964343598055105
2019-11-25,0.0,1,48,0.00469187675070028,0.0032913165266106447,-0.9857142857142857,7.857142857142858,3.128571428571429,6.7068571428571415,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5996758508914101
2019-11-26,0.0,2,48,0.00469187675070028,0.0032913165266106447,1.3714285714285717,8.0,4.714285714285714,4.4504285714285725,0.1142857142857143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6515397082658023
2019-11-27,0.0,3,48,0.00469187675070028,0.0032913165266106447,-1.5714285714285712,7.2857142857142865,3.7857142857142856,42.99871428571429,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5996758508914101
2019-11-28,0.0,4,48,0.00469187675070028,0.0032913165266106447,0.8857142857142856,8.0,2.157142857142857,8.584142857142856,0.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6337115072933549
2019-12-02,0.0,1,49,0.004481792717086834,0.00469187675070028,-4.885714285714286,1.2857142857142858,3.3714285714285714,49.00057142857143,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7244732576985413
2019-12-03,0.0,2,49,0.004481792717086834,0.00469187675070028,-6.957142857142856,4.714285714285714,2.8999999999999995,23.430142857142854,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6985413290113452
2019-12-04,0.0,3,49,0.004481792717086834,0.00469187675070028,3.971428571428572,3.2857142857142856,4.4714285714285715,50.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713128038897893
2019-12-05,0.0,4,49,0.004481792717086834,0.00469187675070028,3.0142857142857142,7.2857142857142865,4.742857142857141,42.93914285714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7520259319286872
2019-12-09,0.0,1,50,0.0030112044817927172,0.004481792717086834,-1.042857142857143,7.571428571428571,5.428571428571429,7.664714285714287,0.24285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713128038897893
2019-12-10,0.0,2,50,0.0030112044817927172,0.004481792717086834,-8.6,1.0,0.9142857142857144,29.441285714285716,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6677471636952999
2019-12-11,0.0,3,50,0.0030112044817927172,0.004481792717086834,1.2571428571428571,7.7142857142857135,10.042857142857144,13.329714285714287,0.17142857142857146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6855753646677472
2019-12-12,0.0,4,50,0.0030112044817927172,0.004481792717086834,1.2714285714285716,7.857142857142858,5.5,21.384285714285713,0.29999999999999993,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6661264181523501
2019-12-13,0.0,5,50,0.0030112044817927172,0.004481792717086834,1.2857142857142858,7.142857142857142,4.142857142857143,19.116000000000003,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7034035656401945
2019-12-16,0.0,1,51,0.004901960784313725,0.0030112044817927172,0.7428571428571429,8.857142857142858,1.1428571428571428,1.476857142857143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7293354943273906
2019-12-17,0.0,2,51,0.004901960784313725,0.0030112044817927172,0.35714285714285715,7.428571428571429,3.3999999999999995,22.199857142857137,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8038897893030794
2019-12-18,0.0,3,51,0.004901960784313725,0.0030112044817927172,0.18571428571428567,8.0,2.671428571428572,21.033428571428573,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.713128038897893
2019-12-19,0.0,4,51,0.004901960784313725,0.0030112044817927172,-2.7285714285714286,0.8571428571428571,3.3428571428571434,48.101000000000006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6839546191247974
2020-01-07,0.0,2,2,0.00469187675070028,0.0033613445378151267,3.928571428571429,7.7142857142857135,5.171428571428573,32.54614285714286,0.07142857142857142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7066450567260942
2020-01-08,0.0,3,2,0.00469187675070028,0.0033613445378151267,5.057142857142857,8.0,6.1571428571428575,12.93542857142857,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6888168557536467
2020-01-09,0.0,4,2,0.00469187675070028,0.0033613445378151267,2.3714285714285714,1.0,6.714285714285714,25.638571428571428,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7698541329011345
2020-01-10,0.0,5,2,0.00469187675070028,0.0033613445378151267,-1.442857142857143,0.0,3.271428571428572,23.877285714285716,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7455429497568882
2020-01-13,0.0,1,3,0.004901960784313725,0.00469187675070028,-1.0857142857142856,1.0,3.4857142857142853,48.36457142857143,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7487844408427877
2020-01-14,0.0,2,3,0.004901960784313725,0.00469187675070028,2.0,7.571428571428571,6.985714285714287,42.836285714285715,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7001620745542951
2020-01-15,0.0,3,3,0.004901960784313725,0.00469187675070028,2.4571428571428577,7.857142857142858,4.171428571428572,9.061571428571428,0.35714285714285715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6693679092382496
2020-01-16,0.0,4,3,0.004901960784313725,0.00469187675070028,0.7428571428571429,7.571428571428571,2.3714285714285714,11.439571428571426,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713128038897893
2020-01-17,0.0,5,3,0.004901960784313725,0.00469187675070028,1.2428571428571429,5.428571428571429,3.0,23.060714285714283,0.15714285714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7163695299837926
2020-01-20,0.0,1,4,0.0036414565826330533,0.004901960784313725,2.8428571428571425,7.571428571428571,6.7285714285714295,42.65242857142857,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7536466774716369
2020-01-21,0.0,2,4,0.0036414565826330533,0.004901960784313725,2.785714285714286,0.2857142857142857,6.585714285714286,36.18628571428572,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5672609400324149
2020-01-22,0.0,3,4,0.0036414565826330533,0.004901960784313725,-0.07142857142857142,1.8571428571428568,4.571428571428571,49.335714285714296,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6418152350081038
2020-01-23,0.0,4,4,0.0036414565826330533,0.004901960784313725,-1.2142857142857146,7.2857142857142865,4.557142857142857,19.90314285714285,0.8142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6434359805510534
2020-01-24,0.0,5,4,0.0036414565826330533,0.004901960784313725,0.7857142857142857,1.5714285714285714,3.5142857142857142,48.89128571428571,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7034035656401945
2020-01-27,0.0,1,5,0.002240896358543417,0.0036414565826330533,-6.671428571428572,8.0,4.357142857142857,2.562857142857143,0.24285714285714285,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6936790923824959
2020-01-28,0.0,2,5,0.002240896358543417,0.0036414565826330533,-1.7142857142857142,8.0,2.685714285714286,8.069428571428572,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7260940032414911
2020-01-29,0.0,3,5,0.002240896358543417,0.0036414565826330533,0.7714285714285715,7.571428571428571,3.7285714285714286,40.63185714285714,0.028571428571428574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7309562398703403
2020-01-30,0.0,4,5,0.002240896358543417,0.0036414565826330533,-0.6142857142857142,7.142857142857142,4.3,6.48157142857143,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7309562398703403
2020-01-31,0.0,5,5,0.002240896358543417,0.0036414565826330533,-0.9142857142857144,7.857142857142858,3.5,28.574571428571428,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6677471636952999
2020-02-03,0.0,1,6,0.0020308123249299717,0.002240896358543417,-2.1714285714285717,1.5714285714285714,5.7285714285714295,49.74514285714286,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6871961102106969
2020-02-04,0.0,2,6,0.0020308123249299717,0.002240896358543417,-14.228571428571426,1.0,0.6428571428571429,14.531000000000002,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7309562398703403
2020-02-05,0.0,3,6,0.0020308123249299717,0.002240896358543417,-4.5,7.571428571428571,3.271428571428572,24.738000000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7179902755267423
2020-02-06,0.0,4,6,0.0020308123249299717,0.002240896358543417,-4.514285714285714,0.0,4.071428571428571,48.62485714285714,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7293354943273906
2020-02-07,0.0,5,6,0.0020308123249299717,0.002240896358543417,-3.5571428571428565,8.0,4.314285714285715,15.404000000000002,0.1142857142857143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6807131280388979
2020-02-10,0.0,1,7,0.0037114845938375353,0.0020308123249299717,4.342857142857143,7.571428571428571,8.114285714285716,18.38285714285714,0.5142857142857143,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713128038897893
2020-02-11,0.0,2,7,0.0037114845938375353,0.0020308123249299717,2.157142857142857,5.428571428571429,4.9714285714285715,49.70014285714285,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7066450567260942
2020-02-12,0.0,3,7,0.0037114845938375353,0.0020308123249299717,1.8571428571428568,7.428571428571429,4.671428571428573,30.947428571428567,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646677471636953
2020-02-13,0.03610675039246468,4,7,0.0037114845938375353,0.0020308123249299717,-0.5,8.0,2.957142857142857,49.59328571428572,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6985413290113452
2020-02-14,0.0,5,7,0.0037114845938375353,0.0020308123249299717,-1.328571428571429,1.4285714285714286,2.9285714285714284,47.668428571428564,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6790923824959482
2020-02-17,0.0,1,8,0.0032913165266106447,0.0037114845938375353,3.814285714285714,7.428571428571429,6.128571428571428,23.889714285714287,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7179902755267423
2020-02-18,0.0,2,8,0.0032913165266106447,0.0037114845938375353,5.2,0.42857142857142855,5.342857142857143,48.49771428571428,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6645056726094003
2020-02-19,0.0,3,8,0.0032913165266106447,0.0037114845938375353,-0.05714285714285715,6.7142857142857135,3.542857142857143,43.040000000000006,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6709886547811994
2020-02-20,0.02197802197802198,4,8,0.0032913165266106447,0.0037114845938375353,-2.271428571428572,1.8571428571428568,4.014285714285714,46.352285714285706,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7212317666126418
2020-02-21,0.0,5,8,0.0032913165266106447,0.0037114845938375353,3.6571428571428575,8.0,9.357142857142858,38.66028571428571,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593192868719611
